5	random	VALIANT	11	5.125	2.342857142857143
5	random	VALIANT	12	4.9375	2.164383561643836
5	random	VALIANT	12	5.375	2.324324324324324
5	random	VALIANT	9	5.125	2.2777777777777777
5	random	VALIANT	11	5.5	2.4444444444444446
5	random	VALIANT	9	4.5625	2.0
5	random	VALIANT	13	5.5	2.3783783783783785
5	random	VALIANT	11	4.8125	2.1095890410958904
5	random	VALIANT	12	5.5625	2.4722222222222223
5	random	VALIANT	11	4.9375	2.289855072463768
6	random	VALIANT	13	6.15625	2.3452380952380953
6	random	VALIANT	14	6.0	2.4
6	random	VALIANT	13	6.375	2.305084745762712
6	random	VALIANT	13	6.1875	2.212290502793296
6	random	VALIANT	12	6.15625	2.3592814371257487
6	random	VALIANT	13	6.21875	2.2742857142857145
6	random	VALIANT	11	5.6875	2.275
6	random	VALIANT	12	5.59375	2.1566265060240966
6	random	VALIANT	13	6.1875	2.3855421686746987
6	random	VALIANT	11	6.0	2.1942857142857144
7	random	VALIANT	14	7.296875	2.3061728395061727
7	random	VALIANT	14	6.75	2.238341968911917
7	random	VALIANT	16	7.140625	2.302267002518892
7	random	VALIANT	15	7.25	2.325814536340852
7	random	VALIANT	16	7.015625	2.261964735516373
7	random	VALIANT	14	7.078125	2.1937046004842613
7	random	VALIANT	15	7.015625	2.3446475195822454
7	random	VALIANT	14	7.078125	2.329048843187661
7	random	VALIANT	16	6.953125	2.2588832487309647
7	random	VALIANT	15	7.09375	2.220048899755501
8	random	VALIANT	16	8.0078125	2.2234273318872018
8	random	VALIANT	16	8.0234375	2.244808743169399
8	random	VALIANT	18	7.8125	2.229654403567447
8	random	VALIANT	17	7.9296875	2.2555555555555555
8	random	VALIANT	16	8.0390625	2.299441340782123
8	random	VALIANT	16	7.96875	2.261640798226164
8	random	VALIANT	17	7.953125	2.2130434782608694
8	random	VALIANT	17	8.0703125	2.2579234972677598
8	random	VALIANT	17	8.1328125	2.2954796030871005
8	random	VALIANT	16	7.984375	2.2610619469026547
9	random	VALIANT	20	9.04296875	2.2763028515240906
9	random	VALIANT	19	8.93359375	2.2722305017386986
9	random	VALIANT	18	8.91015625	2.2242808386153095
9	random	VALIANT	20	8.984375	2.238442822384428
9	random	VALIANT	17	8.88671875	2.2325809617271837
9	random	VALIANT	19	9.05078125	2.2604878048780486
9	random	VALIANT	18	8.99609375	2.255631733594515
9	random	VALIANT	18	9.03125	2.2578125
9	random	VALIANT	19	9.0390625	2.264187866927593
9	random	VALIANT	21	8.99609375	2.268965517241379
10	random	VALIANT	19	9.951171875	2.2509388115749944
10	random	VALIANT	22	10.0546875	2.2905450500556173
10	random	VALIANT	20	9.986328125	2.260389036251105
10	random	VALIANT	19	9.96875	2.2846911369740375
10	random	VALIANT	20	9.98828125	2.2779510022271716
10	random	VALIANT	20	9.96875	2.269957749610852
10	random	VALIANT	20	9.958984375	2.264712413946258
10	random	VALIANT	21	9.970703125	2.280545007817735
10	random	VALIANT	20	10.005859375	2.2880750334970967
10	random	VALIANT	19	10.109375	2.28369733068608
11	random	VALIANT	22	11.02734375	2.2588517703540707
11	random	VALIANT	22	10.978515625	2.270881729118271
11	random	VALIANT	22	10.9296875	2.260781739218261
11	random	VALIANT	21	11.00390625	2.283976892672545
11	random	VALIANT	23	11.013671875	2.2869309540707694
11	random	VALIANT	22	10.953125	2.2649434571890144
11	random	VALIANT	23	10.9267578125	2.274186991869919
11	random	VALIANT	21	10.9150390625	2.2611774226178434
11	random	VALIANT	21	10.984375	2.2686567164179103
11	random	VALIANT	21	11.029296875	2.27908384623146
12	random	VALIANT	23	12.04345703125	2.2906895751102856
12	random	VALIANT	24	12.05419921875	2.2853043277019207
12	random	VALIANT	25	12.05419921875	2.2845641310383122
12	random	VALIANT	24	12.0400390625	2.277033890479269
12	random	VALIANT	24	11.98193359375	2.2744461951988137
12	random	VALIANT	24	12.0244140625	2.2851575186748945
12	random	VALIANT	23	12.0625	2.28814893715556
12	random	VALIANT	24	12.07861328125	2.2881324576819906
12	random	VALIANT	24	11.97900390625	2.2764220098357613
12	random	VALIANT	23	12.01513671875	2.2731639722863743
13	random	VALIANT	25	13.008056640625	2.282868099145226
13	random	VALIANT	25	13.004638671875	2.2783147989734815
13	random	VALIANT	25	13.03515625	2.2890460878885315
13	random	VALIANT	25	12.97998046875	2.279943393799048
13	random	VALIANT	24	12.992431640625	2.284285530325793
13	random	VALIANT	25	12.928466796875	2.276508393697741
13	random	VALIANT	26	12.98583984375	2.278432212465196
13	random	VALIANT	27	12.984375	2.2784679976008912
13	random	VALIANT	25	12.991943359375	2.279014989293362
13	random	VALIANT	25	13.006103515625	2.2874256639258035
